,gene symbol,forebrain_10.5_rep1,forebrain_10.5_rep2,forebrain_11.5_rep1,forebrain_11.5_rep2,forebrain_12.5_rep1,forebrain_12.5_rep2,forebrain_13.5_rep1,forebrain_13.5_rep2,forebrain_14.5_rep1,forebrain_14.5_rep2,forebrain_15.5_rep1,forebrain_15.5_rep2,forebrain_16.5_rep1,forebrain_16.5_rep2,forebrain_p0_rep1,forebrain_p0_rep2
46464,Tceanc2,21.059265,21.563959,19.163757,19.868805,19.461575,17.851438,75.549245,20.734533,15.562469,14.10112,20.338971,17.922868,33.495415,18.034855,34.656589,13.315974
46465,Tcerg1,60.704181,64.384541,76.654648,75.721453,69.349493,63.074826,40.532182,37.191131,29.547373,40.16706,42.417512,45.78914,42.651929,42.663162,39.012849,28.648209
46466,Tcerg1l,0.723769,0.841588,1.488827,1.739115,1.668343,2.483851,2.39298,1.880728,3.731164,6.5601,7.246327,5.448989,7.465892,5.705508,15.276025,10.359207
46467,Tcf12,78.333022,78.316557,73.268787,78.32818,69.394502,71.063568,51.282143,50.295612,37.015833,35.752034,37.34167,34.583607,34.110351,35.551342,21.422007,13.099457
46468,Tcf15,4.096461,4.128668,3.270882,3.307454,3.265395,2.876111,1.569277,1.369742,1.087252,1.433029,1.36164,1.821086,1.647474,1.377819,0.6462,0.882489
46469,Tcf19,40.469711,37.740411,42.038697,39.94124,42.314792,37.145651,34.812914,32.445776,30.076347,27.114067,23.586825,21.628746,21.856129,22.839486,7.065556,6.824497
46470,Tcf20,5.176136,3.998156,7.465161,8.575252,11.240385,11.436628,12.657624,9.710896,11.562294,11.990342,13.036957,11.127338,12.802733,12.609507,8.896195,6.867851
46471,Tcf21,0.0,0.0,0.0,0.03375,0.0,0.0,0.222209,0.189321,0.229328,0.410401,0.248738,0.209455,0.153735,0.358308,0.175891,0.1443
46472,Tcf23,0.012303,0.013522,0.0,0.0,0.0,0.0,0.006473,0.005782,0.0,0.0,0.0,0.007017,0.0,0.01039,0.005965,0.009903
46473,Tcf24,0.019078,0.0,0.0,0.012718,0.048588,0.050466,0.065406,0.02808,0.012127,0.0,0.010691,0.035231,0.026457,0.047895,0.03494,0.043363
46474,Tcf25,211.568503,169.18863,149.294765,204.907904,122.481003,116.073766,104.950876,337.037005,160.471683,219.579139,287.376656,292.665357,297.718987,375.953172,347.2084,149.875421
46475,Tcf3,132.961949,138.300183,173.22902,164.586747,148.84215,140.113032,75.024074,68.498784,40.550137,49.4153,54.553154,56.099743,44.856883,52.754642,22.654207,19.328019
46476,Tcf4,95.612384,88.128963,136.340354,124.938947,213.111441,213.437656,283.702876,283.543028,195.575338,277.630042,418.079496,453.836283,465.669709,539.529365,256.442233,178.270491
46477,Tcf7,6.133207,6.691458,7.235247,7.623087,4.275914,4.028694,1.31628,1.485878,1.745515,2.817413,2.189339,2.845545,1.822544,3.591372,2.932168,2.965515
46478,Tcf7l1,26.964036,26.040931,24.185909,25.660189,20.605391,18.742385,9.91077,9.52475,5.044952,5.253118,4.565853,4.986005,3.692291,5.015149,3.235083,2.153731
46479,Tcf7l2,91.339632,85.715704,124.874646,123.279257,173.261174,176.200869,95.465997,151.342552,136.268681,166.553424,69.596091,94.284493,45.234026,19.520537,200.240108,71.241044
46480,Tcfl5,0.226724,0.196576,0.130971,0.152754,0.192754,0.274196,0.13032,0.029036,0.191294,0.370953,0.261971,0.406649,0.275241,0.163925,1.033229,0.640134
46481,Tchh,0.257423,0.297782,0.318446,0.209736,0.401565,0.427234,0.361404,0.302228,0.207817,0.391304,0.367732,0.534243,0.717902,0.400594,0.968561,0.634815
46482,Tchhl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46483,Tchp,14.820396,17.348403,15.188445,13.887952,20.24325,16.29792,15.325444,14.598647,4.473652,7.472236,9.473525,10.813527,11.543216,9.521599,6.818303,3.863866
46484,Tcim,7.400835,7.912445,7.78486,5.923976,5.590288,5.828132,4.931814,4.203968,5.639246,6.49025,6.20594,6.139663,6.493129,7.127941,3.308159,2.395734
46485,Tcirg1,12.175604,12.065261,11.961883,7.653513,7.11949,8.106645,6.285282,6.497581,3.242939,5.766689,8.813498,6.698481,7.898985,6.867223,5.71283,5.325758
46486,Tcl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036515,0.0,0.0
46487,Tcl1b1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46488,Tcl1b2,0.0,0.0,0.0,0.0,0.0,0.0,0.030341,0.0,0.052613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46489,Tcl1b3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46490,Tcl1b4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46491,Tcl1b5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46492,Tcn2,13.627172,12.365614,16.137112,14.222286,11.384946,12.037944,6.725771,6.203547,10.880268,12.142518,8.707139,7.862177,9.053004,10.487179,14.374431,12.436232
46493,Tcof1,60.668366,58.302191,40.416902,43.544279,44.814809,38.122475,26.845909,26.89317,12.901824,18.294468,21.121219,22.422119,21.746676,25.733646,15.676706,9.463428
46494,Tcp1,500.12136,505.981796,448.64961,456.551286,432.533911,420.694056,358.418325,344.472093,335.916412,391.87957,347.191131,326.781561,344.434079,371.033529,329.402115,269.579048
46496,Tcp10a,0.0,0.0,0.122783,0.034137,0.0,0.0,0.020797,0.0,0.013738,0.0,0.0,0.0,0.026772,0.0,0.015524,0.0
46497,Tcp10b,0.0,0.0,0.0,0.096655,0.044956,0.069193,0.065889,0.043196,0.064965,0.060794,0.03726,0.039547,0.049281,0.095223,0.128913,0.116683
46498,Tcp10c,0.0,0.013409,0.0,0.034731,0.0,0.0,0.0,0.0,0.0,0.0,0.01397,0.0,0.02979,0.0,0.0,0.0
46499,Tcp11,0.443187,0.418923,0.44004,0.618625,0.772794,1.078371,1.053894,0.743668,0.698799,0.932267,1.253948,1.018564,1.302935,1.186095,1.847421,1.084477
46500,Tcp11l1,56.218112,55.246249,69.712207,64.928094,70.62198,68.563783,57.880573,59.260917,48.051593,40.701279,55.192299,54.861284,50.007542,47.029843,49.098131,49.35074
46501,Tcp11l2,1.821728,1.32026,3.182191,3.187615,7.225427,6.844287,7.785073,9.017227,14.471682,20.827645,21.082482,17.992664,22.929441,27.336487,15.12606,11.738686
46502,Tcp11x2,0.0,0.01831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051866,0.01567,0.0
46503,Tcstv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46504,Tcstv3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46505,Tcta,9.295085,9.405039,14.466441,16.521512,21.946968,20.392811,23.196239,18.931786,29.52548,24.268141,21.818893,22.534776,24.210525,21.54634,42.270709,33.824652
46506,Tcte1,0.070527,0.0,0.22304,0.187926,0.58268,0.737025,0.588316,0.82271,2.021776,1.581639,1.400295,1.246727,0.484428,0.77484,1.764866,1.055689
46508,Tctn1,3.736761,3.909133,3.32702,4.531158,3.103907,3.450524,2.524282,2.711495,1.74216,2.017569,2.326915,2.517054,2.780182,2.395028,2.556066,1.393055
46509,Tctn2,17.361434,17.365657,16.916692,15.737561,12.549386,16.673985,12.500304,9.552291,9.725461,12.142474,12.22168,10.165326,13.296602,9.546013,14.116852,9.718863
46510,Tctn3,8.020345,8.615697,9.940495,11.01311,9.012476,9.37095,7.889797,6.844785,5.530114,7.724517,7.976105,8.462411,8.972962,8.699518,9.270806,6.525415
46511,Tdg,218.414245,210.53402,245.5972,266.172914,269.401316,204.574982,176.515711,163.265091,126.714241,160.103531,163.719289,159.530694,157.860784,179.116679,107.232529,90.536147
46514,Tdgf1,0.2691,0.235973,0.047461,0.032105,0.0,0.0,0.014686,0.013058,0.0,0.0,0.026296,0.016067,0.0,0.0,0.067481,0.048953
46517,Tdh,0.109309,0.0,0.0,0.020353,0.014322,0.21225,0.065861,0.043817,0.225447,0.0,0.04922,0.035531,0.113014,0.052384,0.256381,0.199711
46518,Tdo2,0.028135,0.023116,0.026259,0.0,0.116969,0.033694,0.123433,0.36085,0.418736,0.767335,1.234047,0.721761,0.82081,0.498416,0.929055,0.555659
46519,Tdp1,64.376202,64.695395,68.37172,70.382217,71.98036,66.160029,56.220527,53.482917,55.001354,55.171674,50.315466,51.948406,52.002536,54.859485,29.507061,29.287943
46520,Tdp2,59.154381,56.87496,54.858951,56.325538,47.704481,48.445255,36.654205,34.362838,27.191478,30.348707,29.124809,31.223079,26.786965,28.332945,19.685339,17.595656
46521,Tdpoz1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46522,Tdpoz2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46523,Tdpoz3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46524,Tdpoz4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46525,Tdpoz5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46527,Tdpoz8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46528,Tdpoz9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46529,Tdrd1,0.275175,0.272236,0.217817,0.257735,0.169743,0.179294,0.094197,0.133564,0.203313,0.353603,0.364174,0.36487,0.51497,0.387527,0.394845,0.21871
46530,Tdrd12,0.086672,0.08922,0.036383,0.0,0.075158,0.025681,0.163815,0.157583,0.208107,0.466672,0.287015,0.196674,0.345186,0.472428,0.183869,0.184575
46531,Tdrd3,20.976795,21.810421,27.055448,26.026676,31.533215,34.684356,28.085573,28.199363,34.051143,39.003635,37.687213,35.024886,39.589512,42.539125,25.870615,21.289407
46532,Tdrd5,0.050458,0.023791,0.040781,0.054448,0.078091,2.184886,0.887825,0.059259,0.125709,0.217361,0.127437,0.164028,0.225636,2.884896,0.238472,0.084605
46533,Tdrd6,0.283346,0.019301,0.028325,0.165473,0.020492,0.019095,0.018448,0.035146,0.058746,0.084065,0.086875,0.224203,0.151839,0.106586,0.603707,0.080252
46534,Tdrd7,5.294956,4.561678,7.353335,4.761667,6.262302,7.410387,8.312783,4.758619,6.859537,11.867794,8.225278,8.645765,11.331315,9.542153,11.807177,6.304874
46535,Tdrd9,0.650585,1.190987,0.710521,0.610657,1.053374,0.62158,0.914594,0.215848,0.102632,0.215314,0.179223,0.281965,0.236776,0.093812,0.134769,0.268388
46536,Tdrkh,29.718101,28.780531,40.58867,40.491998,48.020021,48.174567,44.939727,40.286833,39.064433,42.247189,42.375857,42.824418,46.110683,50.666603,32.867154,26.210882
46537,Tdrp,6.384174,6.313786,7.020081,4.596386,4.176292,3.455146,4.66274,3.317509,3.748321,6.259252,4.397918,5.948999,4.327413,7.658975,7.449926,5.949618
46538,Tead1,14.730673,14.917057,13.396525,19.245455,16.300011,22.488418,17.327275,15.884778,3.971566,5.390887,13.091714,13.872116,13.261059,7.712932,5.451091,1.131971
46539,Tead2,262.212389,296.915828,245.338378,235.638737,228.725276,228.277241,135.979999,124.865814,59.520473,57.038991,63.750298,77.578281,48.902977,62.652409,16.675458,13.999128
46540,Tead3,3.338044,3.390007,3.525847,3.647336,2.748212,3.059167,1.498532,1.29949,0.827111,1.303413,1.206144,1.105237,0.95159,0.901217,0.922944,0.569938
46541,Tead4,0.936632,1.828917,0.721309,0.651854,0.524477,0.681164,0.563512,0.183456,0.093378,0.287395,0.315351,0.294454,0.32449,0.262224,0.494818,0.1003
46542,Tec,1.759352,1.285991,1.873313,1.762115,2.119913,1.792426,1.783458,1.911926,2.241194,3.202618,2.016083,2.260714,2.079865,2.718003,1.232919,1.266251
46543,Tecpr1,12.164648,11.198932,9.938685,12.219525,20.543814,19.922429,20.074931,21.269936,11.368006,19.254928,25.494251,27.570186,32.684344,26.752058,18.029549,12.664345
46544,Tecpr2,3.95563,3.639797,3.292026,3.752261,4.917325,4.519012,3.347029,2.467852,1.868102,3.176503,3.61858,3.528832,4.740091,4.403503,2.866638,1.551521
46545,Tecr,484.66148,501.292732,471.085904,425.32072,451.495068,423.884945,440.507144,399.486674,601.870797,637.831665,504.425397,479.407267,615.327141,499.217367,815.286643,712.424205
46546,Tecrl,0.111181,0.060957,0.164978,0.157918,0.0,0.086337,0.03326,0.038115,0.062956,0.056408,0.109506,0.049602,0.045431,0.081481,0.081313,0.109191
46547,Tecta,0.025692,0.010599,0.098889,0.100906,0.083641,0.08089,0.152702,0.082035,0.163283,0.064283,0.137476,0.135636,0.100489,0.18683,0.127501,0.090959
46548,Tectb,0.0,0.0,0.197614,0.0,0.083464,0.039045,0.022833,0.23801,0.071533,0.043048,0.038489,0.025559,0.025897,0.017656,0.0799,0.065401
46549,Tedc1,47.49605,50.905442,41.370634,39.450391,35.633117,35.840547,25.463959,18.239184,5.797854,7.134083,14.126015,15.640017,13.824425,13.283879,6.831,4.192624
46550,Tedc2,14.804784,15.097189,12.641022,13.033552,10.089039,10.678313,8.463171,9.07697,5.932953,7.998927,8.43429,8.860299,7.768278,6.912476,5.997253,5.776355
46551,Teddm1a,0.0,0.0,0.0,0.0,0.0,0.0,0.062875,0.018753,0.0,0.0,0.0,0.070835,0.136804,0.0,0.039286,0.0
46552,Teddm1b,0.364937,0.378721,0.279142,0.174353,0.324454,0.35275,0.489644,0.683492,0.326488,0.447063,0.86339,1.099093,0.809702,0.465262,0.183373,0.225223
46553,Teddm2,0.289615,0.41817,0.441669,0.376129,0.680453,0.575304,0.813537,0.609099,0.727994,0.922351,1.393034,1.481563,1.384118,1.439355,1.68549,1.140597
46554,Teddm3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028586,0.0,0.0,0.0,0.065081,0.0,0.056683,0.018309
46555,Tef,8.440884,8.265296,10.164377,10.162446,17.144765,15.748849,13.232097,14.170871,7.928559,10.590728,17.552034,17.701825,18.543061,19.604103,16.004773,11.008066
46556,Tefm,24.756776,26.366435,22.669494,20.581786,18.491203,21.264827,17.392551,17.799247,15.973312,17.149272,17.869019,19.115546,16.275333,16.979633,15.212408,14.570114
46557,Tek,5.182899,4.707564,5.55885,4.857881,3.682643,3.187223,2.608689,2.838851,3.641492,5.410529,3.415644,3.682067,4.802424,5.045266,3.618093,2.720385
46558,Tekt1,3.680463,3.406861,3.653571,3.583498,4.183521,4.492446,5.625248,3.784865,6.434645,7.511879,6.853404,4.0822,5.946426,5.242367,7.904398,5.006679
46559,Tekt2,2.412631,2.098723,4.919402,5.068033,6.113093,8.571468,8.684153,7.330328,6.715249,10.420878,16.190676,11.346026,15.615296,12.802274,14.543612,7.243524
46560,Tekt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045002,0.036336,0.0,0.024748,0.0,0.116145,0.136905
46561,Tekt4,0.031112,0.13689,0.195989,0.079584,0.115672,0.143504,0.561756,0.307205,0.819703,1.046051,1.229793,0.666045,0.539053,0.595941,1.984044,1.505323
46562,Tekt5,0.08186,0.0,0.092497,0.031606,0.119876,0.097664,0.763249,0.368342,1.591021,2.039057,1.754934,1.398432,2.637785,1.67067,7.388641,4.766125
46563,Telo2,28.04458,28.030681,24.074546,23.022523,22.228335,25.991574,20.932593,20.795096,15.891631,20.631922,28.938303,26.619352,34.305067,23.374718,19.06764,13.574491
46564,Ten1,44.637022,40.449753,44.105192,40.768128,44.912613,47.481019,52.236309,54.361397,60.869611,66.910126,60.141272,61.808036,67.851291,55.90203,62.777448,66.254031
46565,Tenm1,0.400499,0.32608,1.736663,1.610933,3.468317,3.78803,5.15835,4.134836,5.803366,9.017431,11.036943,10.563294,17.247195,10.335093,16.913265,8.179174
46566,Tenm2,1.146134,0.877916,2.76259,2.325142,7.417834,8.272217,12.252947,12.421092,12.358546,19.812996,33.154972,27.670004,48.035058,36.907984,29.53231,16.200713
46567,Tenm3,36.992229,34.584717,41.15271,43.183429,32.526655,36.218622,15.598519,16.297934,9.732107,20.843426,18.610887,20.513531,20.423593,18.84808,16.906589,11.013018
46568,Tenm4,19.063565,14.982268,36.081901,33.175807,37.525313,42.27871,43.638473,45.94819,30.597439,48.97809,66.76559,76.11045,69.76099,65.357256,33.480968,15.374641
46569,Tent2,41.665036,41.791568,47.720486,44.063329,32.846266,35.130685,25.611431,25.362036,27.990472,29.953115,27.80335,26.208397,29.732067,29.713061,16.799427,12.133795
46570,Tent4a,3.069566,2.646245,5.921761,5.31037,4.404391,4.645971,4.138012,3.941048,5.077308,5.524479,5.050109,4.713673,4.369569,5.305329,2.651108,2.58097
46571,Tent4b,5.070441,5.674765,7.374441,7.206109,6.316014,7.448431,4.507445,3.74812,4.91577,6.059368,5.636598,4.818086,6.432644,4.969718,3.602009,2.314888
46572,Tent5a,0.644928,0.362126,1.429669,1.131488,2.128486,2.718158,1.516519,1.085571,1.311844,1.496242,1.533913,0.899391,1.611712,1.220297,1.166253,0.566585
46573,Tent5b,0.414331,0.679084,0.465548,0.441942,0.166382,0.347794,0.035635,0.148559,0.143715,0.044524,0.082403,0.088885,0.049354,0.097087,0.162992,0.152983
46574,Tent5c,1.37165,1.101454,2.030128,2.333147,3.467982,3.861962,1.84969,1.540147,1.057143,1.723074,1.852632,1.74459,2.019936,2.99421,0.656481,0.367263
46575,Tent5d,0.009887,0.08597,0.018233,0.167309,0.08933,0.24933,0.009624,0.0,0.027625,0.012324,0.009813,0.054235,0.0,0.0,0.22476,0.028695
46576,Tep1,1.734715,1.660539,2.28184,1.609706,1.468722,1.574107,1.701592,0.54627,0.46685,1.802543,0.599995,0.436498,0.762302,0.365417,0.548724,0.450782
46577,Tepp,0.081654,0.081797,0.0,0.1984,0.101245,0.0,1.22724,0.323614,0.498832,1.027898,1.105706,0.959843,1.03072,0.126496,1.784372,0.743719
46578,Tepsin,11.236933,13.288789,13.351733,15.584996,13.76122,11.19333,10.751978,10.55197,7.333298,8.72671,10.88029,12.565484,13.500397,10.07014,8.550422,6.623613
46579,Terb1,0.070203,0.077013,0.128581,0.108348,0.120772,0.174098,0.071656,0.04358,0.114512,0.065794,0.122036,0.1232,0.107415,0.156626,0.27356,0.082136
46580,Terb2,0.0,0.0,0.024693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46583,Terf1,55.395639,62.00417,48.372277,51.769179,39.785027,40.899724,29.879237,27.705265,14.350409,17.584619,17.277214,17.802674,18.520195,18.165926,7.520994,4.442176
46584,Terf2,12.748915,14.8787,13.3642,11.424352,16.402229,18.946533,16.777089,16.468829,13.136129,14.265456,18.256682,15.974726,16.094089,16.333711,17.029358,12.070234
46585,Terf2ip,17.733465,17.280693,20.727233,20.337884,23.843806,22.133799,24.153798,20.598685,12.641839,19.627029,31.950344,29.971778,38.52961,33.481741,35.035206,16.282469
46586,Tert,4.199096,4.164242,3.177945,3.477688,3.873194,4.616479,3.083381,2.781739,1.052112,1.71113,3.299651,3.529349,3.841926,2.651103,1.230855,0.394989
46587,Tes,27.666638,31.770421,24.829823,21.874454,16.86915,17.927052,12.625135,10.879566,20.936658,23.481215,15.218343,17.159909,19.500277,22.540354,13.137262,12.966824
46588,Tes3-ps,1.175723,1.102751,0.997613,0.957134,0.742851,1.02088,0.876066,0.724601,0.29551,0.276,0.492519,0.379194,0.463837,0.541425,0.438156,0.273369
46589,Tesc,0.466412,0.839066,0.890127,1.364209,5.987335,3.784384,3.946069,3.231906,5.901116,8.185399,8.03685,7.686388,8.218801,6.308148,15.057052,8.369735
46590,Tescl,0.146686,0.0,0.0,0.193392,0.045111,0.084142,0.0,0.046757,0.145192,0.12974,0.052281,0.056474,0.14852,0.087846,0.047206,0.038612
46591,Tesk1,2.483887,2.305012,6.269954,6.823077,6.787564,7.761201,4.197224,3.698343,7.291541,9.255022,6.586552,7.761068,6.319119,5.797895,9.389195,8.47323
46592,Tesk2,5.635472,6.215029,5.117778,5.221194,4.038519,4.044168,2.9377,2.856251,2.439082,2.47546,2.58354,2.95804,2.592701,2.918483,1.184296,0.688066
46593,Tesmin,0.130007,0.194591,0.158307,0.174459,0.280601,0.286812,0.185813,0.167018,0.251329,0.143294,0.06979,0.356698,0.175609,0.15862,0.994129,0.464268
46594,Tespa1,0.176811,0.033921,0.066194,0.089862,0.03204,0.039025,0.0,0.0,0.034326,0.0,0.034411,0.0,0.0,0.028871,0.044579,0.0
46595,Tet1,28.134582,30.708725,34.012602,34.236756,31.541559,32.309787,21.729153,22.207999,16.691598,28.799574,26.725644,29.510837,32.395013,29.820593,23.719825,11.211247
46596,Tet2,7.917452,8.367124,8.446936,8.763858,12.580896,13.281004,11.136187,10.049288,7.329936,8.6798,8.813376,9.67823,10.26845,8.154192,6.240928,4.837197
46597,Tet3,22.970753,21.363374,29.42932,26.703167,40.825351,35.552036,36.753442,32.620417,17.117416,23.517405,34.698234,36.756,36.286409,34.335706,23.654991,15.718626
46598,Tex10,49.8732,50.439726,46.693716,46.985268,37.756688,35.477361,25.627616,24.11292,30.223957,35.97619,24.328597,26.684256,26.992146,26.541835,12.60295,11.352148
46599,Tex101,0.0,0.030168,0.0,0.0,0.025631,0.023877,0.0,0.025919,0.0,0.0,0.0,0.0,0.0,0.0,0.080643,0.022246
46600,Tex11,0.0,0.009177,0.0,0.020241,0.009399,0.013321,0.008548,0.00985,0.032089,0.02838,0.0,0.024991,0.034526,0.012797,0.054438,0.025844
46601,Tex12,0.09919,0.153595,0.255257,0.103531,0.317792,0.267223,0.31168,0.039533,0.0,0.305879,0.137508,0.304839,0.126751,0.141434,0.219723,0.036058
46602,Tex13a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46603,Tex13b,0.0,0.0,0.0,0.0,0.0,0.018545,0.034907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46604,Tex13c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46605,Tex13c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46606,Tex14,0.071918,0.0,0.506669,0.260005,0.082507,0.387159,0.215875,0.015888,0.194441,0.059445,0.011944,0.121856,0.310887,0.037359,0.065806,0.013625
46607,Tex15,4.146182,2.983309,4.145764,4.381459,5.181069,4.103179,1.806342,1.021669,1.416113,1.410139,1.009357,0.935941,1.273749,1.372787,1.586593,0.804274
46608,Tex16,1.454884,0.538921,1.5674,1.016615,0.688135,2.366203,0.67476,1.204745,0.725795,1.023923,0.073536,0.197104,0.185155,0.0,0.528976,0.083916
46609,Tex19.1,0.029265,0.01611,0.0,0.198812,0.013662,0.0,0.0,0.027763,0.01426,0.0,0.015453,0.0,0.0,0.0,0.0,0.0
46610,Tex19.2,0.040382,0.0,0.0,0.0,0.050069,0.0,0.028565,0.0,0.0,0.0,0.0,0.0,0.0,0.02342,0.0,0.0
46611,Tex2,4.297413,4.773715,6.083112,5.26219,7.144557,8.188129,7.174495,6.22388,7.693765,12.877328,10.693743,8.756656,14.992438,11.683954,15.573589,10.664177
46612,Tex21,0.0,0.0,0.0,0.056072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46613,Tex22,0.218114,0.166374,0.084613,0.034558,0.167439,0.043972,0.056313,0.042971,0.044549,0.133799,0.119264,0.240924,0.066837,0.090324,0.025712,0.021237
46615,Tex26,1.341388,1.933215,0.98665,1.639036,2.586707,1.885776,2.140278,2.507116,1.212028,0.902557,1.654656,0.936276,1.05886,1.184184,1.500978,1.082687
46616,Tex261,43.306308,44.312872,34.922703,36.574842,37.060665,34.651369,35.440316,30.414761,27.873375,27.641951,35.712691,36.703097,34.732085,39.714328,35.446296,29.897692
46617,Tex264,18.940936,19.261479,21.533325,23.060026,18.856037,21.879717,20.343322,18.3301,27.589177,37.518992,33.421547,32.355313,39.865382,39.82843,66.803779,66.855189
46618,Tex28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46619,Tex29,0.158866,0.086965,0.15001,0.15355,0.218405,0.06826,0.208342,0.690336,0.104949,0.353919,0.762452,1.094081,1.047388,0.811911,1.606708,1.390863
46620,Tex30,94.209052,99.10006,91.880114,92.010142,79.576867,78.516628,73.252395,70.549843,58.557157,54.404673,47.410692,53.207141,46.837582,53.32833,26.216335,27.664104
46621,Tex33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053407,0.0,0.069082,0.0,0.0,0.0,0.0,0.052914
46622,Tex35,0.06,0.0,0.0,0.103638,0.0,0.041074,0.090229,0.0,0.0,0.0,0.0,0.063213,0.0,0.095332,0.056385,0.15344
46623,Tex36,0.0,0.0,0.0,0.051377,0.0,0.03423,0.043024,0.0,0.039289,0.052761,0.0,0.047121,0.0,0.0,0.116722,0.096122
46624,Tex37,0.042526,0.047014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46625,Tex38,0.27014,0.356309,0.101568,0.829169,0.0,0.413399,0.396587,0.150705,0.051655,0.139696,0.451256,0.061023,0.309729,0.181299,0.518033,0.340647
46626,Tex43,0.0,0.0,0.398236,0.0,0.0,0.0,0.324758,0.0,0.0,0.0,0.0,0.352312,0.0,0.0,0.0,0.0
46627,Tex44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46628,Tex45,0.0,0.0,0.0,0.227033,0.034233,0.015934,0.0,0.04958,0.161099,0.092669,0.136002,0.060017,0.101194,0.092778,0.375766,0.103854
46629,Tex46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46630,Tex47,0.06289,0.009602,0.074819,0.123702,0.191619,0.413764,0.217809,0.094358,0.03289,0.536293,0.246696,0.182804,0.734458,0.099828,0.272762,0.100727
46631,Tex48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12204,0.076231,0.089567,0.102913,0.0
46632,Tex50,0.118901,0.425524,0.280338,0.262508,0.421862,0.322515,0.497174,0.465763,0.07335,0.155099,0.56128,0.916381,1.297263,0.605944,0.19846,0.089488
46633,Tex52,0.478437,0.259769,0.33346,0.526197,0.669744,0.499407,0.691827,0.628548,0.183198,0.401601,0.265901,0.25057,0.496699,0.247706,0.317172,0.15175
46634,Tex55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46635,Tex9,60.739083,69.358433,56.535801,54.241086,55.471151,60.641056,38.476414,39.526987,24.63409,28.047708,25.381834,24.845234,24.946066,20.422014,19.824486,11.968301
